title_id,author_id,title,volumes,publisher_location,publisher_name,publication_year,first_name,middle_name,last_name,alt_name,birth_year,death_year,gender
42,22,A First Appearance,3,London,Hurst and Blackett,1872,Emily,Ernst,Bell,Mrs. Fairfax (pseudonym); Mrs. Evans Bell (familiar name),1840.0,1893.0,F
43,23,Blount Tempest,3,London,Hurst and Blackett,1865,John,Chippendall Montesquieu,Bellew,Higgins (former name),1823.0,1874.0,M
44,26,Beneath the Wheels,3,London,Tinsley Brothers,1870,Frances,E. M.,Notley,Thomas (maiden name); Francis Derrick (pseudonym),1820.0,1912.0,F
45,24,Stella,3,London,John Maxwell,1864,Mary,E.,Bennett,Saunders (maiden name),1813.0,1899.0,F
46,27,Hoods and Masks,3,London,Skeet,1865,George,de la Poer,Beresford,,1826.0,1865.0,M
47,60,Beyond the Church,3,London,Hurst and Blackett,1866,Frederick,William,Robinson,A Prison Matron (pseudonym),1830.0,1901.0,M
48,28,The Fate of Thorsghyll,3,London,John Maxwell,1865,Mrs. M.,A.,Bird,,,,F
49,29,A Daughter of Heth: A Novel,3,London,Sampson Low,1871,William,,Black,,1841.0,1898.0,M
50,29,In Silk Attire,3,London,Tinsley Brothers,1869,William,,Black,,1841.0,1898.0,M
51,29,Kilmeny,3,London,Sampson Low,1870,William,,Black,,1841.0,1898.0,M
52,29,Love or Marriage,3,London,Tinsley Brothers,1868,William,,Black,,1841.0,1898.0,M
53,29,The Monarch of Mincing Lane: A Novel,3,London,Tinsley Brothers,1871,William,,Black,,1841.0,1898.0,M
54,1712,"Blackfriars: or, The Monks of Old. A Romantic Chronicle",3,London,Longman,1864,Walter,,Stephens,,,,M
55,30,Cradock Nowell: A Tale of the New Forest,3,London,Chapman and Hall,1866,Richard,Doddridge,Blackmore,,1825.0,1900.0,M
56,30,Lorna Doone: A Romance of Exmoor,3,London,Sampson Low,1869,Richard,Doddridge,Blackmore,,1825.0,1900.0,M
57,31,Claude,3,London,Hurst and Blackett,1870,Lady,,Blake,Elizabeth Lock (maiden name),1806.0,1877.0,F
58,31,The Hammonds of Holycross,3,London,Hurst and Blackett,1865,Lady,,Blake,Elizabeth Lock (maiden name),1806.0,1877.0,F
59,31,Helen's First Love,3,London,Hurst and Blackett,1869,Lady,,Blake,Elizabeth Lock (maiden name),1806.0,1877.0,F
60,31,The Lady of Lyndon,3,London,Hurst and Blackett,1871,Lady,,Blake,Elizabeth Lock (maiden name),1806.0,1877.0,F
61,31,Mrs. St. Clair's Son,3,London,Hurst and Blackett,1868,Lady,,Blake,Elizabeth Lock (maiden name),1806.0,1877.0,F
62,31,My Step-Father's Home,3,London,Hurst and Blackett,1864,Lady,,Blake,Elizabeth Lock (maiden name),1806.0,1877.0,F
63,31,The Sisters of Sainthill,3,London,Hurst and Blackett,1867,Lady,,Blake,Elizabeth Lock (maiden name),1806.0,1877.0,F
64,31,The Wife's Error,3,London,Hurst and Blackett,1866,Lady,,Blake,Elizabeth Lock (maiden name),1806.0,1877.0,F
65,32,"Riddles of Love: or, The Knave of Hearts",3,London,Hurst and Blackett,1871,Sidney,Laman,Blanchard,,1825.0,1883.0,M
66,1530,Blanche Seymour: A Novel,3,London,Tinsley Brothers,1871,,,BTAO Blanche Seymour,,,,U
67,67,Blindpits: A Story of Scottish Life,3,London,Hamilton,1868,Elizabeth,,Taylor,,,,F
68,33,Barbara Home,3,London,John Maxwell,1864,Margaret,,Blount,(pseudonym); Mary Stanley Gibson (legal name); Mary O. Francis (alternate name),,,F
69,66,The Bond of Honour: A Heart History,3,London,Bentley,1870,Rev. Albert,Eubule,Evans,Roy Tellet (pseudonym),1839.0,1896.0,M
70,193,A Book of Heroines,3,London,Hurst and Blackett,1869,Julia,Cecilia,Stretton,Collinson (maiden name),1812.0,1876.0,F
71,34,Cruel as the Grave,3,London,Henry S. King,1871,Mary,von,Bothmer,Countess von Bothmer (title),1842.0,1901.0,F
72,34,Strong Hands and Steadfast Hearts,3,London,Tinsley Brothers,1870,Mary,von,Bothmer,Countess von Bothmer (title),1842.0,1901.0,F
73,35,The House of Percival,3,London,Hurst and Blackett,1871,John,Cox,Boyce,An Oxford M.A. (pseudonym),1827.0,1889.0,M
74,13,Jessie's Expiation: A Novel,3,London,Tinsley Brothers,1867,Alfred,,Austin,Oswald Boyle (pseudonym),1835.0,1913.0,M
75,37,Birds of Prey: A Novel,3,London,"Ward, Lock",1867,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
76,37,Charlotte's Inheritance: A Novel,3,London,"Ward, Lock",1868,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
77,37,Dead Sea Fruit: A Novel,3,London,"Ward, Lock",1868,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
78,37,The Doctor's Wife,3,London,John Maxwell,1864,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
79,37,Eleanor's Victory,3,London,Tinsley Brothers,1863,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
80,37,Fenton's Quest: A Novel,3,London,"Ward, Lock",1871,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
81,37,Henry Dunbar: The Story of an Outcast,3,London,John Maxwell,1864,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
82,37,John Marchmont's Legacy,3,London,Tinsley Brothers,1863,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
83,37,The Lady's Mile,3,London,"Ward, Lock",1866,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
84,37,The Lovels of Arden: A Novel,3,London,John Maxwell,1871,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
85,37,Only a Clod,3,London,John Maxwell,1865,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
86,37,Run to Earth: A Novel,3,London,"Ward, Lock",1867,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
87,37,Rupert Godwin,3,London,"Ward, Lock",1867,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
88,37,Sir Jasper's Tenant,3,London,John Maxwell,1865,Mary,Elizabeth,Braddon,Lady Caroline Lascelles (pseudonym); Babington White (pseudonym); Mrs. John Maxwell (married name),1835.0,1915.0,F
89,38,Ensemble,3,London,Chapman and Hall,1870,Walter,Bradford,Woodgate,Wat Bradwood (pseudonym),1840.0,1920.0,M
90,38,"The O. V. H.: or, How Mr. Blake became an M. F. H.",3,London,Chapman and Hall,1869,Walter,Bradford,Woodgate,Wat Bradwood (pseudonym),1840.0,1920.0,M
91,9,"Brakespeare: or, The Fortunes of a Free Lance",3,London,Tinsley Brothers,1868,George,Alfred,Lawrence,,1827.0,1876.0,M
92,41,A Brave Lady,3,London,Hurst and Blackett,1870,Dinah,Marie,Craik,Mulock (maiden name),1826.0,1887.0,F
93,9,"Breaking a Butterfly: or, Blanche Ellerslie's Ending",3,London,Tinsley Brothers,1869,George,Alfred,Lawrence,,1827.0,1876.0,M
94,40,"Beatrice Sforza: or, The Progress of Truth",3,London,Chapman and Hall,1863,William,,Brewer,,1812.0,1881.0,M
95,230,Brothers-in-Law,3,London,Hurst and Blackett,1868,Lillian,,Spender,Headland (maiden name); Mrs. John Kent Spender (familiar name),1835.0,1895.0,F
96,42,Respectable Sinners,3,London,Hurst and Blackett,1863,Mary,Isabella Irwin,Brotherton,Rees (maiden name),1820.0,1910.0,F
97,43,Florence Manvers,3,London,T. C. Newby,1865,Selina,,Bunbury,,1802.0,1882.0,F
98,1,Burton Abbots: A Woman's Story. In Four Books,3,London,T. C. Newby,1863,,,Anonymous,Anon. (abbreviation),,,U
99,44,Paid in Full: A Novel,3,London,John Maxwell,1865,Henry,James,Byron,,1835.0,1884.0,M
100,46,Martin Tobin: A Novel,3,London,John Maxwell,1864,Lady Pamela,,Campbell,Fitzgerald (maiden name),1795.0,1869.0,F
101,46,A Woman's Confession,3,London,Hurst and Blackett,1866,Lady Pamela,,Campbell,Fitzgerald (maiden name),1795.0,1869.0,F
102,47,The Buckhurst Volunteers: A Novel,3,London,Tinsley Brothers,1869,John,Moore,Capes,,1812.0,1889.0,M
103,47,The Mosaic-Worker's Daughter,3,London,Bentley,1868,John,Moore,Capes,,1812.0,1889.0,M
104,55,Captain Herbert: A Sea Story,3,London,Chapman and Hall,1864,George,,Cupples,,1822.0,1891.0,M
105,48,Nellie's Memories: A Domestic Story,3,London,Tinsley Brothers,1868,Rosa,Nouchette,Carey,,1840.0,1909.0,F
106,49,The Guardian,3,London,Bentley,1865,Emilie,,Flygare-Carlén,Smith (maiden name); Flygare (first married name); Carlén (second married name),1807.0,1892.0,F
107,45,Carleton Grange: A Novel,3,London,Tinsley Brothers,1866,Isabella,Neil,Harwood,Ross Neil (pseudonym),1837.0,1888.0,F
108,60,Carry's Confessions,3,London,Hurst and Blackett,1865,Frederick,William,Robinson,A Prison Matron (pseudonym),1830.0,1901.0,M
109,50,Fenacre Grange: A Novel,3,London,Tinsley Brothers,1870,Langford,,Cecil,,,,M
110,51,Chandos: A Novel,3,London,Chapman and Hall,1866,,,Ouida,(pseudonym); Marie Louise de la Ramée (legal name),1839.0,1908.0,F
111,52,Country Coteries,3,London,Hurst and Blackett,1868,Lady,,Chatterton,Henrietta Georgiana Marcia Lascelles Iremonger (maiden name); Dering (second married name),1806.0,1876.0,F
112,52,The Heiress and Her Lovers: A Novel,3,London,Bentley,1863,Lady,,Chatterton,Henrietta Georgiana Marcia Lascelles Iremonger (maiden name); Dering (second married name),1806.0,1876.0,F
113,59,"Chesterford, and Some of its People",3,London,"Smith, Elder",1863,Katharine,Sarah,Macquoid,Thomas (maiden name); Gilbert Percy (pseudonym),1824.0,1917.0,F
114,53,Neighbours and Friends: A Novel,3,London,Tinsley Brothers,1868,Julie,Bosville,Chetwynd,Davidson (maiden name); Hon. Mrs. Henry Chetwynd (familiar name),1828.0,1901.0,F
115,54,A Cast for a Crown,3,London,Bentley,1870,Harry,Child,Williamson,Harry Child (pseudonym),,,M
116,60,Christie's Faith,3,London,Hurst and Blackett,1866,Frederick,William,Robinson,A Prison Matron (pseudonym),1830.0,1901.0,M
117,56,Miss Marjoribanks,3,Edinburgh,Blackwood,1866,Margaret,,Oliphant,Wilson (maiden name); Margaret Oliphant Wilson Oliphant (legal name); Mrs. Oliphant (familiar name),1828.0,1897.0,F
118,56,The Perpetual Curate,3,Edinburgh,Blackwood,1864,Margaret,,Oliphant,Wilson (maiden name); Margaret Oliphant Wilson Oliphant (legal name); Mrs. Oliphant (familiar name),1828.0,1897.0,F
119,60,Church and Chapel,3,London,Hurst and Blackett,1863,Frederick,William,Robinson,A Prison Matron (pseudonym),1830.0,1901.0,M
120,30,Clara Vaughan: A Novel,3,London,Macmillan,1864,Richard,Doddridge,Blackmore,,1825.0,1900.0,M
121,57,The Beauclercs Father and Son: A Novel,3,London,Chapman and Hall,1867,Charles,,Clarke,,1815.0,1870.0,M
122,57,"Charlie Thornhill: or, The Dunce of the Family. A Novel",3,London,Chapman and Hall,1863,Charles,,Clarke,,1815.0,1870.0,M
123,57,"Myra Gray: or, Sown in Tears, Reaped in Joy. A Novel",3,London,Chapman and Hall,1870,Charles,,Clarke,,1815.0,1870.0,M
124,57,"Which is the Winner?: or, The First Gentleman of his Family",3,London,Chapman and Hall,1864,Charles,,Clarke,,1815.0,1870.0,M
125,61,Cruel Fortune,3,London,John Maxwell,1865,Ellen,Creathorne,Clayton,Needham (married name),1834.0,1900.0,F
126,72,The Clyffards of Clyffe,3,London,Hurst and Blackett,1866,James,,Payn,,1830.0,1898.0,M
127,68,The Co-Heiress: A Novel,3,London,Tinsley Brothers,1866,Janet,,Maughan,Story (married name),1828.0,1926.0,F
128,62,Which is the Heroine?,3,London,T. C. Newby,1870,Nina,,Cole,,,,F
129,63,The Man in Chains,3,London,John Maxwell,1864,Charles,James,Collins,,1820.0,1864.0,M
130,63,Sackville Chase,3,London,John Maxwell,1863,Charles,James,Collins,,1820.0,1864.0,M
131,63,Singed Moths: A City Romance,3,London,John Maxwell,1864,Charles,James,Collins,,1820.0,1864.0,M
132,64,Marquis and Merchant,3,London,Hurst and Blackett,1871,Edward James,Mortimer,Collins,Robert Turner Cotton (pseudonym),1827.0,1876.0,M
133,64,Sweet Anne Page,3,London,Hurst and Blackett,1868,Edward James,Mortimer,Collins,Robert Turner Cotton (pseudonym),1827.0,1876.0,M
134,64,The Vivian Romance,3,London,Hurst and Blackett,1870,Edward James,Mortimer,Collins,Robert Turner Cotton (pseudonym),1827.0,1876.0,M
135,64,Who is the Heir?: A Novel,3,London,John Maxwell,1865,Edward James,Mortimer,Collins,Robert Turner Cotton (pseudonym),1827.0,1876.0,M
136,65,The Moonstone: A Romance,3,London,Tinsley Brothers,1868,Wilkie,,Collins,William Wilkie Collins (legal name),1824.0,1889.0,M
137,65,Man and Wife: A Novel,3,London,Ellis,1870,Wilkie,,Collins,William Wilkie Collins (legal name),1824.0,1889.0,M
138,65,No Name,3,London,Sampson Low,1862,Wilkie,,Collins,William Wilkie Collins (legal name),1824.0,1889.0,M
139,70,Leo: A Novel,3,London,"Smith, Elder",1863,Edward,Dutton,Cook,,1831.0,1883.0,M
140,70,Over Head and Ears: A Love Story,3,London,Sampson Low,1868,Edward,Dutton,Cook,,1831.0,1883.0,M
141,70,"Sir Felix Foy, Bart.: A Novel",3,London,Sampson Low,1865,Edward,Dutton,Cook,,1831.0,1883.0,M
142,70,The Trials of the Tredgolds: A Novel,3,London,Sampson Low,1864,Edward,Dutton,Cook,,1831.0,1883.0,M
143,71,No Relations,3,London,T. C. Newby,1864,Julia,,Corner,,1798.0,1875.0,F
144,72,A County Family,3,London,Tinsley Brothers,1869,James,,Payn,,1830.0,1898.0,M
145,73,Esther Hill's Secret,3,London,Hurst and Blackett,1870,Georgiana,Marion,Craik,May (married name),1831.0,1895.0,F
146,73,Mildred,3,London,Hurst and Blackett,1868,Georgiana,Marion,Craik,May (married name),1831.0,1895.0,F
147,74,The Wilmot Family,3,London,Bentley,1864,Mabel,Sharman,Crawford,,1821.0,1912.0,F
148,99,The Cream of a Life: By a Man of the World,3,London,Bentley,1863,Sir Martin,Archer,Shee,,1769.0,1850.0,M
149,75,"North of the Tweed: or, Lorance Langton: His Life, Incidents, and Adventures in Scotland",3,London,T. C. Newby,1867,Daniel,,Crowberry,,,,M
150,76,False Colours: A Novel,3,London,Tinsley Brothers,1869,Annie,,Thomas,Mrs. Pender Cudlip (married name),1838.0,1918.0,F
151,76,The Dower House,3,London,Tinsley Brothers,1868,Annie,,Thomas,Mrs. Pender Cudlip (married name),1838.0,1918.0,F
152,100,Cumworth House,3,London,Hurst and Blackett,1864,Emily,,Jolly,,1834.0,1917.0,F
153,216,The Curate of Sadbrooke,3,London,Hurst and Blackett,1865,Menella,Bute,Smedley,,1820.0,1877.0,F
154,77,"Geraldine Maynard: or, The Abduction. A Tale of the Days of Shakespeare",3,London,Skeet,1864,Capt. Henry,,Curling,,1803.0,1864.0,M
155,78,Philip the Dreamer,3,London,T. C. Newby,1866,William,,Cyples,,1831.0,1882.0,M
156,227,"Cyril Blount: or, Trust Money",3,London,Chapman and Hall,1865,Matilda,Charlotte,Houstoun,Mrs. Houstoun (familiar name),1815.0,1892.0,F
157,259,Dacia Singleton,3,London,Tinsley Brothers,1866,Mrs.,,Pemberton,(pseudonym); H. Pemberton (pseudonym); Helen Etough Crookshank (maiden name); Gipps (married name); Hume (alternate name); Dick (alternate name),1830.0,1877.0,F
158,227,Daisie's Dream: A Novel,3,London,Tinsley Brothers,1869,Matilda,Charlotte,Houstoun,Mrs. Houstoun (familiar name),1815.0,1892.0,F
159,79,Elsie's Married Life: A Tale,3,London,T. C. Newby,1865,Elizabeth,,Daniel,Spencer (maiden name); Mrs. Robert Mackenzie Daniel (familiar name),1823.0,1878.0,F
160,79,Grasping at Shadows,3,London,Skeet,1866,Elizabeth,,Daniel,Spencer (maiden name); Mrs. Robert Mackenzie Daniel (familiar name),1823.0,1878.0,F
161,79,Reaping the Whirlwind: A Novel,3,London,T. C. Newby,1864,Elizabeth,,Daniel,Spencer (maiden name); Mrs. Robert Mackenzie Daniel (familiar name),1823.0,1878.0,F
162,79,The Shadow on the Hearth,3,London,Skeet,1867,Elizabeth,,Daniel,Spencer (maiden name); Mrs. Robert Mackenzie Daniel (familiar name),1823.0,1878.0,F
163,226,Darkest Before Dawn,3,London,"Smith, Elder",1864,Annie,,Tinsley,Turner (maiden name),1808.0,1885.0,F
165,80,Love the Avenger,3,London,Bradbury and Evans,1869,Baroness,,Blaze de Bury,Marie Pauline Rose Stuart (maiden name); Hamilton Murray (pseudonym),1813.0,1894.0,F
166,81,Anne Cave: A Tale,3,London,T. C. Newby,1864,Charlotte,Anne,Smith,Kenner Deene (pseudonym); Maxwell Fox (pseudonym); Hodgkins (married name),1837.0,1891.0,F
167,81,Roke's Wife: A Novel,3,London,T. C. Newby,1868,Charlotte,Anne,Smith,Kenner Deene (pseudonym); Maxwell Fox (pseudonym); Hodgkins (married name),1837.0,1891.0,F
168,26,Mildred's Wedding: A Family History,3,London,Frederick Warne,1865,Frances,E. M.,Notley,Thomas (maiden name); Francis Derrick (pseudonym),1820.0,1912.0,F
169,26,Olive Varcoe,3,London,Saunders and Otley,1868,Frances,E. M.,Notley,Thomas (maiden name); Francis Derrick (pseudonym),1820.0,1912.0,F
170,83,Beyond These Voices: A Novel,3,London,Tinsley Brothers,1870,Earl of,,Desart,(pseudonym); William Ulick O'Connor Cuffe (legal name),1845.0,1898.0,M
171,1,The Deserted House of Hawksworth,3,London,Hurst and Blackett,1863,,,Anonymous,Anon. (abbreviation),,,U
172,84,Desperate Remedies: A Novel,3,London,Tinsley Brothers,1871,Thomas,,Hardy,,1840.0,1928.0,M
173,85,"Emily Foinder: or, The See-Saw of Life. A Novel",3,London,Tinsley Brothers,1866,F.,,Devonshire,,,,U
174,2577,"Dina: or, Familiar Faces",3,London,W. P. Nimmo,1865,William,Patrick,Wilkie,,1829.0,1872.0,M
175,86,Lothair,3,London,Longman,1870,Benjamin,,Disraeli,1st Earl of Beaconsfield (title),1804.0,1881.0,M
176,101,Do Well and Doubt Not: A Novel,3,London,T. C. Newby,1867,Eleanor,Frances,Blakiston,,1819.0,1879.0,F
177,87,Doctor Jacob,3,London,Hurst and Blackett,1864,Matilda,Barbara,Betham-Edwards,,1836.0,1919.0,F
178,216,Donald Roy: A Novel,3,London,Saunders and Otley,1868,Menella,Bute,Smedley,,1820.0,1877.0,F
179,102,"Dorothy Firebrace: or, The Armourer's Daughter of Birmingham",3,London,Bentley,1864,Emma,,Robinson,,1814.0,1890.0,F
180,88,Baptized with a Curse: A Novel,3,London,Tinsley Brothers,1870,Edith,Stewart,Drewry,,1841.0,1925.0,F
181,89,Deep Waters: A Novel,3,London,Chapman and Hall,1863,Anna,Harriet,Drury,,1824.0,1912.0,F
182,90,Counting the Cost: A Novel,3,London,Charles W. Wood,1867,William,,Duthie,,,,M
183,91,Barbara's History,3,London,Hurst and Blackett,1864,Amelia,B.,Edwards,,1831.0,1892.0,F
184,91,Debenham's Vow,3,London,Hurst and Blackett,1870,Amelia,B.,Edwards,,1831.0,1892.0,F
185,91,Half a Million of Money: A Novel,3,London,Routledge,1865,Amelia,B.,Edwards,,1831.0,1892.0,F
186,91,Miss Carew,3,London,Hurst and Blackett,1865,Amelia,B.,Edwards,,1831.0,1892.0,F
187,92,Malvina,3,London,Hurst and Blackett,1871,Henry,Sutherland,Edwards,,1828.0,1906.0,M
188,92,The Three Louisas: A Novel,3,London,Tinsley Brothers,1866,Henry,Sutherland,Edwards,,1828.0,1906.0,M
189,93,Archie Lovell,3,London,Chapman and Hall,1866,Annie,,Edwards,Cook (maiden name); Edwardes (alternate spelling),1830.0,1896.0,F
190,93,Miss Forrester: A Novel,3,London,Tinsley Brothers,1865,Annie,,Edwards,Cook (maiden name); Edwardes (alternate spelling),1830.0,1896.0,F
191,93,"Steven Lawrence, Yeoman",3,London,Bentley,1868,Annie,,Edwards,Cook (maiden name); Edwardes (alternate spelling),1830.0,1896.0,F
192,87,Kitty,3,London,Hurst and Blackett,1869,Matilda,Barbara,Betham-Edwards,,1836.0,1919.0,F
193,87,The Sylvestres,3,London,Hurst and Blackett,1871,Matilda,Barbara,Betham-Edwards,,1836.0,1919.0,F
194,93,Ought We to Visit Her?,3,London,Bentley,1871,Annie,,Edwards,Cook (maiden name); Edwardes (alternate spelling),1830.0,1896.0,F
195,94,The Flower of the Flock,3,London,W. S. Johnson,1865,Pierce,,Egan,,1814.0,1880.0,M
196,95,Countess's Cross,3,London,Hurst and Blackett,1868,Mrs.,,Egerton,,,,F
197,96,The Curate's Discipline,3,London,Hurst and Blackett,1867,Elizabeth,Darby,Eiloart,Adams (maiden name); Mrs. C. J. G. Eiloart (familiar name),1827.0,1898.0,F
198,96,From Thistles--Grapes?,3,London,Bentley,1870,Elizabeth,Darby,Eiloart,Adams (maiden name); Mrs. C. J. G. Eiloart (familiar name),1827.0,1898.0,F
199,96,Just a Woman,3,London,Bentley,1871,Elizabeth,Darby,Eiloart,Adams (maiden name); Mrs. C. J. G. Eiloart (familiar name),1827.0,1898.0,F
